MOVIES,Year,RATING,VOTES,RunTime,Gross_Clean,GENRE,ONE-LINE,Director_Clean,Stars_Clean,Type,Status
Silenced,2014.0,7.7,342.0,102.0,NaN,"Documentary, Drama","Three National Security whistleblowers fight to reveal the darkest corners of America's war on terror, challenging a government that is increasingly determined to maintain secrecy.",James Spione,"Majdi Alghader, Marc Basil, Marc Blagowidow, Jeffrey Brewer",Movie,Released
Silencer,2018.0,3.9,1041.0,88.0,NaN,"Action, Drama, Thriller","Disgraced alcoholic veteran must reawaken all his deadly skills, and track down his former employer when he fails to complete his last hit.",Timothy Woodward Jr.,"Johnny Messner, Tito Ortiz, Chuck Liddell, Danny Trejo",Movie,Released
Silent,2014.0,6.3,451.0,3.0,NaN,"Animation, Short, Adventure",NaN,"Limbert Fabian, Brandon Oldenburg",,Movie,Released
Simon Amstell: Set Free,2019.0,6.4,705.0,51.0,NaN,Comedy,"Comedies Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",Julia Knowles,Simon Amstell,Movie,Released
Sin hijos,2020.0,5.1,428.0,95.0,NaN,"Comedy, Romance",A loving divorced father of a young girl meets a beautiful woman from his past who does not like children.,Roberto Fiesco,"Alfonso Dosal, Regina Blandón, Francesca Mercadante, Jorge Muñiz",Movie,Released
Sincerely Daisy,2020.0,NaN,0.0,87.0,NaN,"Comedy, Drama, Romance","Daisy is a happy high school graduate, whose dreams, expectations, passion and confidence are significantly affected by family and romantic drama",Nick Mutuma,"Ellah Maina, Sam Psenjen, Mbeki Mwalimu, Brian Abajah",Movie,Released
Sing 2,2021.0,NaN,0.0,NaN,NaN,"Animation, Adventure, Comedy",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Garth Jennings,"Matthew McConaughey, Taron Egerton, Tori Kelly, Reese Witherspoon",Movie,Released
Sing On!,2020.0,6.3,329.0,NaN,NaN,"Game-Show, Music","In each themed episode, six contestants belt out the biggest hits from that genre while being judged by a vocal analyzer comparing their vocal performance to the original artist's.",NaN,"Tituss Burgess, Allison Asarch, Frankie Cena, Hanah Chang",Series,Ongoing
Sing On! Germany,2020.0,5.5,117.0,NaN,NaN,"Game-Show, Music, Reality-TV","In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros.",NaN,"Palina Rojinski, Julius Chezame, Coco Corrah, Gavin-Viano Fabri",Series,Ongoing
Singapore Social,2019.0,5.1,1749.0,NaN,NaN,Reality-TV,A Reality TV-series following a group of young Singaporeans.,NaN,"Sukki Singapora, Paul Foster, Nicole Ong, Vinny Sharpe",Series,Ongoing
Singel 39,2019.0,6.1,827.0,90.0,NaN,"Comedy, Romance","A hard-nosed, spouseless cardiac surgeon finds herself reconsidering her career-driven life choices as she bonds with her lighthearted new artist neighbor.",Frank Krom,"Lies Visschedijk, Waldemar Torenstra, Eva van de Wijdeven, Rebecca Bakker",Movie,Released
Single All the Way,2021.0,NaN,0.0,NaN,NaN,"Comedy, Drama, Romance","Desperate to avoid his family's judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they're now in a relationship.",Michael Mayer,"Michael Urie, Philemon Chambers, Kathy Najimy, Luke Macfarlane",Movie,Released
Single Tokyo Man,2019.0,5.5,111.0,NaN,NaN,Drama,NaN,NaN,"Mayu Miyamoto, Lisa Naitô, Riisa Naka, Seiji Nozoe",Series,Ongoing
Sinister Squad,2016.0,2.1,1025.0,90.0,NaN,"Action, Comedy, Fantasy","When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.",Jeremy M. Inman,"Johnny Rey Diaz, Christina Licciardi, Lindsay Sawyer, Talia A Davis",Movie,Released
Sins Expiation,2012.0,2.4,296.0,84.0,NaN,"Action, Thriller",David begins experiencing cloudy memories of a long-lost life amidst the violent Cortello family in Sicily Ã¢â'¬Â¦ a family he ultimately betrayed. And the wages of sin are deadly.,Carlo Fusco,"Gabriele Arena, Steven Bauer, Vin Bejleri, Luigi Maria Burruano",Movie,Released
Sintonia,2019.0,6.8,850.0,40.0,NaN,"Crime, Drama, Music","Three teens living in the same São Paulo shanty town pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",NaN,"Christian Malheiros, Jottapê Carvalho, Bruna Mascarenhas, Jefferson Silvério",Series,Ongoing
Sirius the Jaeger,2018.0,6.8,1550.0,25.0,NaN,"Animation, Action, History",NaN,NaN,"Yûto Uemura, Ken'yû Horiuchi, Nanako Mori, Yûsuke Kobayashi",Movie,Released
Sisters,2017.0,7.5,1554.0,60.0,NaN,Drama,"Sisters follows the story of three women who discover that they are sisters. Julia finds out that her Nobel prize winning father secretly used his own sperm in a number of ""In Vitro Fertilisation"" procedures.",NaN,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman",Movie,Released
Sisters on Track,2021.0,5.7,129.0,96.0,NaN,"Documentary, Sport","A coming of age story about hope, belonging, and the metaphorical and literal sisterhood of young athletes Tai, Rainn, and Brooke Sheppard living in New York.","Tone Grøttjord-Glenne, Corinne van der Borch","Rainn Sheppard, Tai Sheppard, Brooke Sheppard",Movie,Released
Sitara,2019.0,NaN,0.0,128.0,NaN,Drama,NaN,Ashish Ray,"Raima Sen, Nassar, Subrat Dutta, Shahed Ali",Movie,Released
Sitara: Let Girls Dream,2019.0,7.3,536.0,15.0,NaN,"Animation, Short, Drama","The short tells the story of Pari, a 14-year-old girl who dreams of becoming a pilot while growing up in a society that doesn't allow her to dream.",Sharmeen Obaid-Chinoy,,Movie,Released
Six Windows in the Desert,2020.0,4.2,2898.0,NaN,NaN,"Short, Adventure, Comedy",NaN,NaN,"Zara Al-Bloushi, Mohammed Alhamdan, Hussain Alyahya, Citi Bet Baydi",Movie,Released
Six Years,NaN,NaN,0.0,NaN,NaN,"Mystery, Romance, Thriller","A man attempts to reunite with the lost love of his life six years after she marries someone else, but begins to doubt the accuracy of his memories of her.",David Ayer,,Movie,Released
Sizzling Bacon,2014.0,NaN,0.0,20.0,NaN,"Short, Comedy",NaN,NaN,,Movie,Released
Skater Girl,2021.0,6.7,2947.0,107.0,NaN,"Drama, Family, Sport","When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",Manjari Makijany,"Amy Maghera, Rachel Saanchita Gupta, Waheeda Rehman, Jonathan Readwin",Movie,Released
Skew,2011.0,4.4,1954.0,83.0,NaN,"Horror, Thriller",NaN,Sevé Schelenz,"Rob Scattergood, Amber Lewis, Richard Olak, Taneal Cutting",Movie,Released
Skin Decision: Before and After,2020.0,5.8,352.0,NaN,NaN,Reality-TV,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.,NaN,"Jamie Sherrill, Katrina M. Goodwin",Series,Ongoing
Skins,2007.0,8.2,77286.0,46.0,NaN,Drama,The story of a group of British teens who are trying to grow up and find love and happiness despite questionable parenting and teachers who more want to be friends (and lovers) rather than authority figures.,NaN,"Kaya Scodelario, Nicholas Hoult, Joe Dempsie, Hannah Murray",Series,Ended
Skjelvet,2018.0,6.2,10622.0,106.0,10000.0,"Action, Drama, Thriller","In 1904 an earthquake of magnitude 5.4 on the Richter scale shook Oslo, with an epicenter in the ""Oslo Graben"" which runs under the Norwegian capital. There are now signs that indicate that we can expect a major future earthquake in Oslo.",John Andreas Andersen,"Kristoffer Joner, Ane Dahl Torp, Edith Haagenrud-Sande, Kathrine Thorborg Johansen",Movie,Released
Sklar Brothers: Whatarewetalkinbout?!,2014.0,5.9,65.0,69.0,NaN,Comedy,"Jason and Randy Sklar perform in front of an audience in Madison, Wisconsin.",Jay Chapman,"Randy Sklar, Jason Sklar, Bonnie Bernstein, Omar J. Dorsey",Movie,Released
Skull Island,NaN,NaN,0.0,NaN,NaN,"Animation, Action, Adventure","The adventures of shipwrecked that are trying to escape from the mysterious island, home to prehistoric monsters, including the titan, Mr. Kong.",NaN,,Movie,Released
Sky Ladder: The Art of Cai Guo-Qiang,2016.0,7.3,1323.0,76.0,NaN,Documentary,"Trace the rise of contemporary artist Cai Guo-Qiang from childhood in Mao's China to global art world superstar, and join his quest to realize his lifelong obsession: Sky Ladder.",Kevin Macdonald,"Ian Buruma, Guo-Qiang Cai, Wen-You Cai, Wenhao Cai",Movie,Released
Sky Rojo,2021.0,6.86,580.41,27.11,NaN,"Action, Adventure, Crime","The trio make a discovery that complicates their plans to escape for good. In a flashback, Romeo asks Coral to work for him in another capacity.",David Victori,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito",Series,Ongoing
Sky Tour: The Movie,2020.0,8.7,996.0,94.0,NaN,"Documentary, Music","From the preparations to the performances, this documentary showcases Vietnamese pop idol Son Tung M-TP and the passion behind his Sky Tour concerts.",Son Tung Mtp,Son Tung Mtp,Movie,Released
Skylanders Academy,2016.0,6.6,636.0,25.0,NaN,"Animation, Action, Adventure","""Skylanders Academy"" follows the heroic adventures of Spyro, Eruptor, Stealth Elf, Jet-Vac and Pop Fizz as they travel the vast Skylands universe, protecting it from evil-doers.",NaN,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos",Series,Ended
Skylanders Academy: Happy Birthday to You!,2017.0,5.2,5.0,1.0,NaN,"Animation, Short",The Skylanders are working on their most important mission yet: making sure you have the best birthday ever with a special celebration just for you.,NaN,,Movie,Released
Skylines,2019.0,7.6,2406.0,56.0,NaN,"Crime, Drama, Music","In Frankfurt, A young, talented hip-hop producer in Germany signs with a record label where he finds that the worlds of music and organized crime collide.",NaN,"Peri Baumeister, Gia Bay, Sahin Eryilmaz, Edin Hasanovic",Movie,Released
Skytten,2013.0,5.5,1611.0,90.0,NaN,"Crime, Drama, Thriller",A reporter confronts the Danish foreign minister on TV about broken promises on ecological policies with offshore oil drilling NE of Greenland. A geophysicist/sharpshooter is angered and loose in Copenhagen.,Annette K. Olesen,"Trine Dyrholm, Kim Bodnia, Kristian Halken, Nikolaj Lie Kaas",Movie,Released
Slam: Tutto per una ragazza,2016.0,6.0,1252.0,100.0,NaN,"Comedy, Drama, Romance","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.",Andrea Molaioli,"Ludovico Tersigni, Barbara Ramella, Jasmine Trinca, Luca Marinelli",Movie,Released
Slasher,2016.0,6.7,12031.0,60.0,NaN,"Crime, Drama, Horror",An anthology series featuring rampaging serial killers leaving carnage in their wake as their next victims fight to stay alive.,NaN,"Paula Brancati, Dean McDermott, Joanne Vannicola, Christopher Jacot",Series,Ongoing
"Sleep, My Love",1948.0,6.8,1631.0,97.0,1800000.0,"Drama, Film-Noir, Mystery",Chronic sleepwalker Alison Courtland thinks that a mysterious man wearing horned-rimmed eye glasses is out to kill her but her husband blames her tired imagination.,Douglas Sirk,"Claudette Colbert, Robert Cummings, Don Ameche, Rita Johnson",Movie,Released
Sleepless Society: Insomnia,2020.0,7.4,70.0,NaN,NaN,"Drama, Mystery, Thriller","Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end.",NaN,"Chutimon Chuengcharoensukying, Nutthasit Kotimanuswanich, Gee Sutthirak Subvijitra",Series,Ongoing
Sleepless Society: Two Pillows & A Lost Soul,2020.0,5.2,32.0,NaN,NaN,"Drama, Thriller","A motivational speaker in the midst of a messy divorce with her abusive and hateful husband, Wakes up from a wild and alcohol filled party to find a dead body.",NaN,"Tosatid Darnkhuntod, Vorarit Fuangarome, Namthip Jongrachatawibooniboon, Boonsong Nakphoo",Series,Ongoing
Slow Country,2017.0,4.6,32.0,115.0,NaN,"Action, Drama",NaN,Eric Aghimien,"Folaremi Agunbiade, Imoudu Ayonote, Gina Castel, Stephen Damian",Movie,Released
Slugterra,2012.0,6.5,1209.0,22.0,NaN,"Animation, Action, Comedy",NaN,NaN,"Lee Tockar, Sam Vincent, Andrew Francis, Shannon Chan-Kent",Series,Ended
Slumberland,2022.0,NaN,0.0,NaN,NaN,"Adventure, Comedy, Family",A young girl searches for her missing father in a mystical dreamland with the help of a large half-man/half-monster creature.,Francis Lawrence,"Jason Momoa, Kyle Chandler, Chris O'Dowd, Humberly González",Movie,Released
Small Crimes,2017.0,5.8,7416.0,95.0,NaN,"Crime, Drama, Thriller","A disgraced former cop, fresh off a six-year prison sentence for attempted murder - returns home looking for redemption but winds up trapped in the mess he left behind.",E.L. Katz,"Nikolaj Coster-Waldau, Robert Forster, Jacki Weaver, Molly Parker",Movie,Released
Small Shots,2017.0,7.2,116.0,NaN,NaN,Comedy,Short episode series about two actors trying to break through in Hollywood.,NaN,"Jeremy Luke, Joseph Russo, DJ Lubel, Caitlin Thompson",Movie,Released
Small Town Crime,2017.0,6.6,10480.0,91.0,NaN,"Crime, Mystery, Thriller","An alcoholic ex cop finds a woman on the roadside, left for dead. He offers to find the killer pro bono as P.I. Her granddad hires him. Things get nasty.","Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster",Movie,Released
Smile PreCure!,2012.0,6.6,334.0,24.0,NaN,"Animation, Action, Adventure",NaN,NaN,"Misato Fukuen, Marina Inoue, Hisako Kanemoto, Chinami Nishimura",Series,Ended
Smile at the Runway,2020.0,6.8,168.0,24.0,NaN,"Animation, Comedy, Drama",NaN,NaN,"Natsuki Hanae, Yumiri Hanamori, Macy Anne Johnson, Derick Snow",Series,Ongoing
Smokin' Aces,2006.0,6.7,140790.0,109.0,35660000.0,"Action, Comedy, Crime","When a Las Vegas performer-turned-snitch named Buddy Israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing.",Joe Carnahan,"Jeremy Piven, Ryan Reynolds, Ray Liotta, Joseph Ruskin",Movie,Released
Smoking,2018.0,7.5,400.0,NaN,NaN,Crime,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled.",NaN,"Rin Furukawa, Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama",Series,Ongoing
Smoorverliefd,2013.0,4.9,963.0,92.0,NaN,"Comedy, Romance",NaN,Hilde Van Mieghem,"Susan Visser, Anna Drijver, Anna Raadsveld, Beatrice Hillen",Movie,Released
Smosh: The Movie,2015.0,3.3,6264.0,84.0,NaN,"Adventure, Comedy, Fantasy",An embarrassing video of Anthony surfaces online right before his fifth high school reunion. The Smosh dudes then take a portal into YouTube and race to change the video and re-write history before it blows Anthony's chances of reconnecting with his teen crush Anna.,Alex Winter,"Ian Hecox, Anthony Padilla, Michael Ian Black, Jillian Nelson",Movie,Released
Smurfs,1981.0,7.2,16790.0,30.0,NaN,"Animation, Adventure, Comedy","The Smurfs are tiny blue creatures that live in mushroom houses in a peaceful forest. They repeatedly try to outwit Gargamel, an evil sorcerer, his apprentice, Scruple, and his mangy cat, Azrael.",NaN,"Don Messick, Danny Goldman, Lucille Bliss, Frank Welker",Series,Ended
Smurfs: The Lost Village,2017.0,6.0,19549.0,90.0,45020000.0,"Animation, Adventure, Comedy",Annie the adventure She protected from citizens from a monsters from Ancient Greece.,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer",Movie,Released
Snabba Cash,2021.0,7.5,1051.43,44.29,NaN,"Action, Crime, Drama",Tim's swift ascent is interrupted. Leya must act as an intermediary between Ravy and Marko. Salim thinks about making a big change in his life.,Jesper Ganslandt,"Alexander Abdallah, Evin Ahmad, Ayaan Ahmed, Ali Alarik",Series,Ongoing
Snack World,2017.0,3.9,10.0,25.0,NaN,Animation,"Welcome to SNACK WORLD! This is a nutty universe filled with dreams and adventures. Here, you can find everything from dragons to smart devices to Chup, the hyperactive hero of this story.",NaN,"Tyler Bunch, Brock Powell, Valin Shinyei, Cristina Valenzuela",Series,Ongoing
Sneakah Boutique the Documentary,2016.0,NaN,0.0,NaN,NaN,Documentary,The Rise of an Empire chronicles the lives of these three visionaries as they attempt to take Sneakah Boutique to the next level.,Nailah Wright,"Whitney Bryant, Ernest Freeman, Nailah Wright",Movie,Released
Sneakerheads,2020.0,6.66,203.71,NaN,NaN,Comedy,"Devin, a former sneakerhead turned stay-at-home dad, finds himself deep in the hole after falling for one of old friend Bobby's crazy schemes. To get his money back, the at-odds duo goes on the hunt for the most elusive kicks in the game.",Dave Meyers,"Allen Maldonado, Andrew Bachelor, Yaani King Mondschein, Aja Evans",Series,Ongoing
Sneekweek,2016.0,4.6,1210.0,108.0,NaN,"Comedy, Thriller","Six friends party for a week during the ""Sneekweek"", but they get haunted by a serial killer because of a dark secret from their past..",Martijn Heijne,"Carolien Spoor, Jelle de Jong, Jord Knotter, Holly Mae Brood",Movie,Released
